,Player_Name,Rounds,Fairway_Percentage,Year,Avg_Distance,gir,Average_Putts,Average_Scrambling,Average_Score,Points,Wins,Top_10,Average_SG_Putts,Average_SG_Total,SG_OTT,SG_APR,SG_ARG,Money,driving_ranking,best_putters,best_approachers,best_pw,Predictive_Ranking
149,C.T. Pan,88,63.68,2017,287.1,67.53,29.74,60.29,71.109,527,0,3,-0.013000000000000001,-0.084,0.052000000000000005,-0.092,-0.034,1267649,75,159,114,149,217.308883
42,Hudson Swafford,73,64.57,2018,302.8,68.99,30.03,54.01,71.619,245,0,0,-0.26,-0.4920000000000001,0.225,-0.237,-0.221,569391,312,69,73,42,214.16112999999999
119,David Lingmerth,82,68.93,2018,285.4,63.03,28.5,58.57,71.043,274,0,0,0.22899999999999998,-0.006999999999999999,0.006,-0.16,-0.081,616758,56,269,94,119,213.52349
159,Matt Atkins,56,57.5,2018,301.4,63.46,29.12,57.6,72.251,44,0,0,-0.198,-1.129,0.134,-1.0390000000000001,-0.027000000000000003,89104,302,83,3,159,213.32705099999998
71,Andrew Landry,82,62.92,2018,291.1,65.63,28.96,56.97,71.059,1116,1,5,-0.01,-0.039,0.20600000000000002,-0.083,-0.152,2642179,134,162,119,71,212.899056
79,Søren Kjeldsen,58,69.21,2017,273.6,62.02,29.0,51.64,71.39,283,0,1,0.473,-0.182,-0.424,-0.09,-0.142,722913,3,349,115,79,212.54036399999998
289,Rod Pampling,71,60.83,2017,287.8,64.01,29.97,52.83,71.861,630,1,1,-0.518,-0.677,-0.11,-0.231,0.183,1539422,83,14,74,289,210.400264
234,Mark Anderson,54,59.97,2017,283.8,65.6,29.13,61.18,71.5,98,0,1,-0.016,-0.325,-0.149,-0.24100000000000002,0.08199999999999999,188806,43,158,71,234,209.186828
24,Brice Garnett,99,64.45,2018,296.7,66.78,29.34,58.63,71.018,634,1,2,-0.076,-0.31,0.188,-0.14400000000000002,-0.278,1466224,229,124,99,24,206.86326599999998
309,Kyle Reifers,96,65.15,2017,286.1,65.97,29.73,58.44,71.587,241,0,0,-0.276,-0.418,-0.023,-0.337,0.218,454570,61,65,49,309,206.35432600000001
31,Conrad Shindler,60,65.77,2018,291.3,66.27,29.14,60.0,71.465,92,0,0,-0.166,-0.313,0.114,-0.008,-0.252,187399,137,92,157,31,204.856977
216,Steve Wheatcroft,51,68.24,2017,280.5,60.99,28.51,63.64,71.577,138,0,1,0.479,-0.162,0.259,-0.953,0.054000000000000006,309518,25,352,5,216,201.591548
12,Matt Every,79,55.5,2018,294.2,64.59,29.24,52.51,72.044,113,0,1,-0.364,-1.139,-0.4370000000000001,-0.024,-0.314,299162,188,38,148,12,196.114246
213,Carl Pettersson,63,51.94,2017,280.2,57.91,28.34,53.91,72.419,74,0,0,0.172,-1.2830000000000001,-1.123,-0.385,0.052000000000000005,164621,21,250,40,213,195.16402
16,Matt Every,76,48.41,2017,297.7,60.16,28.94,48.01,72.671,175,0,0,-0.272,-1.454,-0.7340000000000001,-0.141,-0.306,351412,241,67,102,16,194.65013
319,Steven Bowditch,59,45.37,2017,287.3,53.54,29.2,51.96,74.4,9,0,0,-0.15,-2.889,-1.7169999999999999,-1.26,0.23800000000000002,24650,82,98,1,319,194.18976600000002
265,Alex Cejka,85,67.19,2017,282.1,66.45,29.51,61.08,71.461,276,0,1,-0.359,-0.452,-0.02,-0.2,0.127,618171,32,39,81,265,191.716793
8,Andrew Loupe,55,45.93,2017,311.3,59.83,29.63,50.27,72.803,105,0,1,-0.242,-1.416,-0.348,-0.424,-0.40299999999999997,273070,366,73,29,8,191.704038
74,Derek Fathauer,81,55.49,2017,286.5,62.81,28.64,53.78,71.568,408,0,2,0.094,-0.647,-0.456,-0.136,-0.149,898491,66,213,105,74,190.994704
20,Johnson Wagner,71,63.18,2017,288.1,66.93,29.54,55.73,71.429,321,0,2,0.12,-0.336,-0.081,-0.08800000000000001,-0.287,685306,87,226,117,20,189.01816000000002
33,J.J. Spaun,92,65.11,2017,291.5,67.12,29.35,59.14,70.999,510,0,3,-0.027000000000000003,-0.07200000000000001,0.316,-0.122,-0.24,1122611,140,147,110,33,188.91419000000002
88,Dominic Bozzelli,69,56.57,2017,294.4,61.97,28.6,57.75,71.49,394,0,3,-0.033,-0.449,0.051,-0.342,-0.125,868519,192,144,48,88,188.12813599999998
59,Scott Brown,102,62.03,2018,292.6,65.65,29.1,54.79,71.329,422,0,2,0.049,-0.6609999999999999,-0.265,-0.27,-0.175,1076678,163,194,61,59,187.418069
41,Sung Kang,89,56.72,2018,293.1,63.2,29.24,52.4,71.954,480,0,2,-0.235,-1.041,-0.488,-0.094,-0.225,1243309,171,74,113,41,186.59738700000003
85,Ben Silverman,90,65.56,2018,290.2,64.95,28.74,57.36,71.281,323,0,2,0.23800000000000002,-0.20600000000000002,0.069,-0.385,-0.128,793140,119,271,39,85,186.35368400000002
28,Scott Brown,95,63.89,2017,289.0,64.35,28.69,59.08,70.932,646,0,2,0.276,-0.068,0.14300000000000002,-0.225,-0.262,1748324,99,289,75,28,184.970435
18,Richy Werenski,81,65.92,2017,291.2,67.42,29.31,60.6,71.171,423,0,3,0.0,-0.223,0.203,-0.12300000000000001,-0.303,890262,135,167,108,18,184.77534000000003
130,Ernie Els,52,54.48,2017,283.6,56.6,28.52,56.0,72.179,50,0,0,0.45799999999999996,-0.685,-0.565,-0.504,-0.067,155926,42,346,22,130,182.9016
53,Xinjun Zhang,81,65.33,2018,298.7,67.04,29.67,58.2,71.486,195,0,1,-0.4370000000000001,-0.7340000000000001,0.139,-0.254,-0.182,420377,258,25,67,53,180.513659
14,Ethan Tracy,72,60.25,2018,299.0,64.87,29.44,54.88,72.038,157,0,0,-0.026000000000000002,-0.813,-0.054000000000000006,-0.424,-0.309,364493,264,150,30,14,175.184002
43,Michael Thompson,60,61.72,2017,284.8,63.69,28.88,58.74,71.207,278,0,1,0.84,-0.17300000000000001,-0.431,-0.373,-0.20800000000000002,568991,47,380,42,43,172.191092
212,D.A. Points,63,60.47,2018,280.8,60.2,29.1,53.32,73.01899999999998,162,0,1,0.11,-1.449,-1.069,-0.541,0.051,377265,26,220,17,212,172.149519
29,Steve Wheatcroft,60,69.79,2018,288.9,66.57,29.29,61.03,71.631,138,0,1,-0.128,-0.33899999999999997,0.11199999999999999,-0.065,-0.258,309656,98,106,128,29,171.66167099999998
127,Spencer Levin,89,67.82,2017,279.0,65.56,29.38,61.1,71.516,201,0,1,0.03,-0.4,-0.161,-0.195,-0.073,469730,17,185,83,127,170.020306
250,Si Woo Kim,80,55.92,2017,288.4,58.84,29.13,55.13,72.253,839,1,2,-0.392,-1.222,-0.23600000000000002,-0.447,0.11,2681177,90,34,24,250,167.104514
10,Hunter Mahan,73,63.4,2017,294.5,64.55,29.58,58.06,71.811,130,0,0,0.268,-0.568,0.376,-0.8859999999999999,-0.326,277235,193,285,6,10,165.40388600000003
163,Ryo Ishikawa,56,51.92,2017,288.8,63.29,28.86,57.84,71.99,148,0,1,-0.204,-1.1320000000000001,-0.58,-0.32799999999999996,-0.021,319748,96,81,50,163,164.65516599999998
181,Fabián Gómez,61,61.81,2017,285.1,64.69,29.15,58.67,71.61,168,0,0,-0.006,-0.40700000000000003,0.022000000000000002,-0.429,0.006,332352,53,164,28,181,162.32028599999998
82,William McGirt,89,70.06,2017,284.8,67.23,29.61,57.08,71.15100000000002,499,0,3,-0.025,-0.067,0.257,-0.193,-0.13699999999999998,1225005,48,151,85,82,155.699364
52,Martin Piller,79,58.51,2018,292.2,60.39,28.52,57.74,71.929,371,0,2,0.11900000000000001,-1.127,-0.248,-0.8109999999999999,-0.18600000000000005,847304,154,225,7,52,151.25784
73,Jonathan Randolph,68,62.67,2017,287.2,62.71,28.9,56.82,71.642,221,0,1,-0.076,-0.506,0.03,-0.221,-0.149,511032,80,123,76,73,150.694536
60,Greg Chalmers,56,58.9,2018,282.8,56.94,28.31,52.85,72.531,133,0,1,0.79,-1.266,-0.69,-1.192,-0.174,288023,37,379,2,60,146.66859800000003
26,Daniel Summerhays,51,54.69,2018,287.1,56.79,27.82,54.86,73.17699999999998,89,0,1,0.736,-2.105,-0.977,-1.5859999999999999,-0.27699999999999997,234510,77,376,0,26,146.349601
55,Jonathan Randolph,71,62.18,2018,289.4,60.43,28.63,59.83,71.945,166,0,1,0.115,-0.877,-0.271,-0.5379999999999999,-0.182,453328,107,221,18,55,140.236115
13,Nicholas Lindheim,58,56.19,2017,287.1,65.67,29.25,56.65,72.205,93,0,0,0.336,-1.285,-0.733,-0.578,-0.311,175107,78,307,14,13,132.06601600000002
122,Jason Bohn,75,63.67,2017,275.9,63.15,29.39,57.11,72.133,73,0,0,-0.133,-1.141,-0.685,-0.24600000000000002,-0.076,165910,5,105,70,122,131.670062
177,Ken Duke,77,68.62,2017,274.2,63.69,29.38,56.47,72.078,98,0,0,-0.452,-0.887,-0.179,-0.256,0.0,225907,4,23,66,177,128.622198
139,Brett Drewitt,57,60.73,2017,286.4,64.78,29.36,59.23,72.13,95,0,0,-0.457,-1.035,-0.209,-0.314,-0.054000000000000006,184388,65,20,54,139,128.021654
1,Rick Lamb,54,64.81,2017,298.0,66.89,29.44,54.03,71.97800000000002,269,0,1,-0.254,-0.8240000000000001,0.6859999999999999,-0.578,-0.6779999999999999,524372,244,70,13,1,127.436874
49,Zecheng Dou,53,54.76,2018,291.9,63.72,30.0,51.56,72.773,21,0,0,-0.667,-1.198,-0.079,-0.265,-0.187,90993,152,3,62,49,126.457426
2,Brett Stegmaier,78,64.66,2017,288.7,66.74,29.97,50.11,72.115,131,0,0,-0.514,-1.265,-0.141,-0.11699999999999999,-0.493,271031,95,15,112,2,122.574752
35,Roberto Díaz,72,63.2,2018,286.3,63.73,29.21,58.56,71.73100000000002,107,0,0,0.168,-0.833,-0.165,-0.6,-0.237,235635,64,246,11,35,116.539194
0,Satoshi Kodaira,51,65.53,2018,293.6,60.3,29.88,51.02,72.182,600,1,1,-0.645,-1.8319999999999999,0.027000000000000003,-0.284,-0.93,1471462,176,4,60,0,114.535656
70,Rod Pampling,62,63.69,2018,288.4,62.64,29.31,56.67,72.445,64,0,0,-0.42100000000000004,-1.094,-0.095,-0.415,-0.163,183806,91,29,33,70,97.32961100000001
78,Miguel Angel Carballo,63,63.61,2017,288.1,64.91,29.6,54.72,72.363,81,0,0,-0.32,-1.358,0.139,-1.035,-0.142,186623,88,51,4,78,85.046155
6,Andrew Yun,51,53.58,2018,290.6,61.85,30.2,44.01,73.624,16,0,0,-0.6,-1.936,-0.457,-0.447,-0.4320000000000001,41566,122,5,25,6,70.77526
